m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
189878.0,22465.9,0.207566,0.0978658,145530.10383975663,13.2454,1.2150552912181083e-09,58.02173280854386,112.7771200321738
72473.7,21139.7,0.515594,-0.0502631,104790.09116082569,9.89942,8.429082867635113e-10,192.2446603239759,140.1823696356745
244760.0,102017.0,-0.00562557,-0.914655,181394.44771151853,16.1347,5.818049335024547e-09,8.54597521673518,155.03888720633367
89949.6,29031.0,-0.465424,-0.783452,181500.70753488663,16.1432,2.8945064136873955e-09,57.42079520951371,105.83229048314256
433738.0,109552.0,-0.0538612,-0.317706,109023.51981697076,10.2512,1.0450299464213851e-09,10.510386802282191,201.0076861490689
243082.0,3521.3,0.232199,0.516977,130201.2584625538,11.9959,2.8962508526538647e-09,354.1408177291141,28.09618651494888
60690.9,16669.4,-0.446018,-0.990379,191968.34558247944,16.979,1.9766255619776918e-09,118.62840467238664,67.46553202056066
64881.6,24895.4,0.231282,-0.629118,102473.95159649668,9.70648,1.3015260619018092e-09,185.2532490831757,132.6356807232944
37290.7,29247.8,0.119462,-0.00258677,49400.48288311815,5.15393,1.6640215240829639e-09,624.8659803890594,169.21789232307714
13987.7,5416.79,-0.553946,-0.0229336,145227.14949323414,13.2208,2.761104248520465e-09,1476.7852488385663,35.80902867998029
75749.4,22987.8,0.220393,-0.379848,31672.481905106008,3.53661,3.0566459525862515e-09,742.0639610767541,234.339248260442
82980.0,3412.44,0.463189,-0.064773,77393.49525035145,7.59176,1.2148104122434381e-08,1505.5226446469114,62.13523504489957
14187.5,8289.74,-0.976091,-0.895795,154324.80647284834,13.958,1.5123201745289275e-09,918.451474673552,38.4538550106075
346050.0,60861.9,0.224497,0.698347,146224.85005036325,13.3018,9.334569163032423e-11,14.446519111380905,157.0316342160977
13927.0,9556.17,-0.75611,0.734906,43768.69772234815,4.64848,6.682671088281721e-10,4174.491642123118,78.67416811288216
52659.8,25598.1,-0.801422,-0.647164,137703.69408253452,12.6087,1.45471267460672e-09,142.17359241900155,93.10420190083192
95031.7,30997.0,0.34227,0.538899,100444.95206088052,9.53717,2.2930895256611142e-10,116.7980158771104,185.9253174165344
268338.0,1100.0,0.968962,0.923455,55665.47502089957,5.7092,1.3187946292535757e-08,3186.042856638417,74.28867591657773
36149.4,4504.53,0.525566,-0.222397,173816.83664382453,15.5277,1.6558565082920002e-08,684.3876966805263,44.34638489326396
2173.37,1846.32,0.448333,-0.671029,200174.4128966049,17.6322,2.0011750531783108e-09,10517.08790974411,11.213903205995898
96186.5,39792.2,0.313211,0.744565,221495.2267539756,19.3218,1.8804367005348368e-10,30.837719844760677,167.1723404012841
47287.8,20683.8,0.336548,-0.965613,115614.98203662068,10.7968,1.665313593373367e-09,237.2237847188148,105.57902174844962
